State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
CT,2023,Indonesia,"Baked goods, cereals, and pasta",10528946,0,Imports,Fiscal Year Total
CT,2023,China,Processed fruit and vegetables,7955511,0,Imports,Fiscal Year Total
CT,2023,Netherlands,Distilled spirits,6786690,0,Imports,Fiscal Year Total
CT,2023,France,Processed fruit and vegetables,5102698,0,Imports,Fiscal Year Total
CT,2023,Peru,Processed fruit and vegetables,5099911,0,Imports,Fiscal Year Total
CT,2023,Ireland,Distilled spirits,3425633,0,Imports,Fiscal Year Total
CT,2023,Switzerland,"Baked goods, cereals, and pasta",2350877,0,Imports,Fiscal Year Total
CT,2023,France,"Baked goods, cereals, and pasta",725734,0,Imports,Fiscal Year Total
CT,2022,World,"Sugars, sweeteners, and beverage bases",114168108,4,Imports,Fiscal Quarter 4
CT,2022,World,Wine and related products,70225450,4,Imports,Fiscal Quarter 4
CT,2022,Mexico,"Sugars, sweeteners, and beverage bases",39183719,4,Imports,Fiscal Quarter 4
CT,2022,France,Wine and related products,36160120,4,Imports,Fiscal Quarter 4
CT,2022,India,"Sugars, sweeteners, and beverage bases",26381994,4,Imports,Fiscal Quarter 4
CT,2022,Argentina,"Sugars, sweeteners, and beverage bases",24462458,4,Imports,Fiscal Quarter 4
CT,2022,World,"Coffee, unroasted",22249680,4,Imports,Fiscal Quarter 4
CT,2022,World,Processed fruit and vegetables,20645025,4,Imports,Fiscal Quarter 4
CT,2022,World,Distilled spirits,18273341,4,Imports,Fiscal Quarter 4
CT,2022,Italy,Wine and related products,15785822,4,Imports,Fiscal Quarter 4
CT,2022,Colombia,"Coffee, unroasted",13336133,4,Imports,Fiscal Quarter 4
CT,2022,Brazil,"Sugars, sweeteners, and beverage bases",9069921,4,Imports,Fiscal Quarter 4
CT,2022,France,Distilled spirits,7857715,4,Imports,Fiscal Quarter 4
CT,2022,Brazil,"Coffee, unroasted",7804264,4,Imports,Fiscal Quarter 4
CT,2022,Canada,Processed fruit and vegetables,7704306,4,Imports,Fiscal Quarter 4
CT,2022,Argentina,Wine and related products,4483814,4,Imports,Fiscal Quarter 4
CT,2022,Australia,Wine and related products,3567670,4,Imports,Fiscal Quarter 4
CT,2022,United Kingdom,Distilled spirits,3412429,4,Imports,Fiscal Quarter 4
CT,2022,New Zealand,Wine and related products,2973205,4,Imports,Fiscal Quarter 4
CT,2022,Italy,Processed fruit and vegetables,2851510,4,Imports,Fiscal Quarter 4
CT,2022,China,Processed fruit and vegetables,2829961,4,Imports,Fiscal Quarter 4
CT,2022,Peru,Processed fruit and vegetables,1625986,4,Imports,Fiscal Quarter 4
CT,2022,Poland,Distilled spirits,1577034,4,Imports,Fiscal Quarter 4
CT,2022,Netherlands,Distilled spirits,1348767,4,Imports,Fiscal Quarter 4
CT,2022,Spain,Processed fruit and vegetables,1177263,4,Imports,Fiscal Quarter 4
CT,2022,Vietnam,"Coffee, unroasted",895033,4,Imports,Fiscal Quarter 4
CT,2022,Ireland,Distilled spirits,411366,4,Imports,Fiscal Quarter 4
CT,2022,Mexico,"Coffee, unroasted",193682,4,Imports,Fiscal Quarter 4
CT,2022,World,"Sugars, sweeteners, and beverage bases",60734851,3,Imports,Fiscal Quarter 3
CT,2022,World,Wine and related products,48902653,3,Imports,Fiscal Quarter 3
CT,2022,World,"Coffee, unroasted",29171351,3,Imports,Fiscal Quarter 3
CT,2022,France,Wine and related products,25810196,3,Imports,Fiscal Quarter 3
CT,2022,World,Processed fruit and vegetables,21173711,3,Imports,Fiscal Quarter 3
CT,2022,Brazil,"Coffee, unroasted",16377362,3,Imports,Fiscal Quarter 3
CT,2022,World,Distilled spirits,15889088,3,Imports,Fiscal Quarter 3
CT,2022,Dominican Republic,"Sugars, sweeteners, and beverage bases",14522803,3,Imports,Fiscal Quarter 3
CT,2022,Italy,Wine and related products,9546154,3,Imports,Fiscal Quarter 3
CT,2022,India,"Sugars, sweeteners, and beverage bases",9164019,3,Imports,Fiscal Quarter 3
CT,2022,Argentina,"Sugars, sweeteners, and beverage bases",9021630,3,Imports,Fiscal Quarter 3
CT,2022,Brazil,"Sugars, sweeteners, and beverage bases",8957490,3,Imports,Fiscal Quarter 3
CT,2022,Colombia,"Coffee, unroasted",8724480,3,Imports,Fiscal Quarter 3
CT,2022,Mexico,"Sugars, sweeteners, and beverage bases",8501687,3,Imports,Fiscal Quarter 3
CT,2022,Canada,Processed fruit and vegetables,7203893,3,Imports,Fiscal Quarter 3
CT,2022,France,Distilled spirits,6979199,3,Imports,Fiscal Quarter 3
CT,2022,Vietnam,"Coffee, unroasted",3949556,3,Imports,Fiscal Quarter 3
CT,2022,New Zealand,Wine and related products,3216637,3,Imports,Fiscal Quarter 3
CT,2022,Italy,Processed fruit and vegetables,2703208,3,Imports,Fiscal Quarter 3
CT,2022,China,Processed fruit and vegetables,2654631,3,Imports,Fiscal Quarter 3
CT,2022,Peru,Processed fruit and vegetables,2410676,3,Imports,Fiscal Quarter 3
CT,2022,Australia,Wine and related products,2164611,3,Imports,Fiscal Quarter 3
CT,2022,Netherlands,Distilled spirits,2151401,3,Imports,Fiscal Quarter 3
CT,2022,United Kingdom,Distilled spirits,2112738,3,Imports,Fiscal Quarter 3
CT,2022,Poland,Distilled spirits,1898129,3,Imports,Fiscal Quarter 3
CT,2022,Argentina,Wine and related products,1637040,3,Imports,Fiscal Quarter 3
CT,2022,Spain,Processed fruit and vegetables,1466884,3,Imports,Fiscal Quarter 3
CT,2022,Ireland,Distilled spirits,667125,3,Imports,Fiscal Quarter 3
CT,2022,World,Wine and related products,38446380,2,Imports,Fiscal Quarter 2
CT,2022,World,"Sugars, sweeteners, and beverage bases",34945813,2,Imports,Fiscal Quarter 2
CT,2022,France,Wine and related products,23307142,2,Imports,Fiscal Quarter 2
CT,2022,World,"Coffee, unroasted",20694021,2,Imports,Fiscal Quarter 2
CT,2022,World,Processed fruit and vegetables,20440521,2,Imports,Fiscal Quarter 2
CT,2022,World,Distilled spirits,19656708,2,Imports,Fiscal Quarter 2
CT,2022,Brazil,"Sugars, sweeteners, and beverage bases",19478565,2,Imports,Fiscal Quarter 2
CT,2022,Mexico,"Sugars, sweeteners, and beverage bases",9766787,2,Imports,Fiscal Quarter 2
CT,2022,Brazil,"Coffee, unroasted",9252741,2,Imports,Fiscal Quarter 2
CT,2022,France,Distilled spirits,9049969,2,Imports,Fiscal Quarter 2
CT,2022,Colombia,"Coffee, unroasted",8841610,2,Imports,Fiscal Quarter 2
CT,2022,Italy,Wine and related products,7650744,2,Imports,Fiscal Quarter 2
CT,2022,Canada,Processed fruit and vegetables,6366974,2,Imports,Fiscal Quarter 2
CT,2022,United Kingdom,Distilled spirits,4842949,2,Imports,Fiscal Quarter 2
CT,2022,China,Processed fruit and vegetables,4133769,2,Imports,Fiscal Quarter 2
CT,2022,India,"Sugars, sweeteners, and beverage bases",2662742,2,Imports,Fiscal Quarter 2
CT,2022,Vietnam,"Coffee, unroasted",2436875,2,Imports,Fiscal Quarter 2
CT,2022,Australia,Wine and related products,2426426,2,Imports,Fiscal Quarter 2
CT,2022,Italy,Processed fruit and vegetables,1860527,2,Imports,Fiscal Quarter 2
CT,2022,Netherlands,Distilled spirits,1845442,2,Imports,Fiscal Quarter 2
CT,2022,Peru,Processed fruit and vegetables,1813729,2,Imports,Fiscal Quarter 2
CT,2022,Argentina,"Sugars, sweeteners, and beverage bases",1569885,2,Imports,Fiscal Quarter 2
CT,2022,Spain,Processed fruit and vegetables,1432442,2,Imports,Fiscal Quarter 2
CT,2022,New Zealand,Wine and related products,1277748,2,Imports,Fiscal Quarter 2
CT,2022,Ireland,Distilled spirits,1180840,2,Imports,Fiscal Quarter 2
CT,2022,Poland,Distilled spirits,677688,2,Imports,Fiscal Quarter 2
CT,2022,Argentina,Wine and related products,399004,2,Imports,Fiscal Quarter 2
CT,2022,Indonesia,"Coffee, unroasted",159620,2,Imports,Fiscal Quarter 2
CT,2022,World,"Sugars, sweeteners, and beverage bases",49846456,1,Imports,Fiscal Quarter 1
CT,2022,World,Wine and related products,47722026,1,Imports,Fiscal Quarter 1
CT,2022,France,Wine and related products,33752652,1,Imports,Fiscal Quarter 1
CT,2022,World,Distilled spirits,20340104,1,Imports,Fiscal Quarter 1
CT,2022,World,Processed fruit and vegetables,19587758,1,Imports,Fiscal Quarter 1
CT,2022,World,"Coffee, unroasted",19363120,1,Imports,Fiscal Quarter 1
CT,2022,Argentina,"Sugars, sweeteners, and beverage bases",14350527,1,Imports,Fiscal Quarter 1
CT,2022,Brazil,"Coffee, unroasted",14220365,1,Imports,Fiscal Quarter 1
CT,2022,France,Distilled spirits,11509702,1,Imports,Fiscal Quarter 1
CT,2022,Canada,Processed fruit and vegetables,8125634,1,Imports,Fiscal Quarter 1
CT,2022,India,"Sugars, sweeteners, and beverage bases",7214331,1,Imports,Fiscal Quarter 1
CT,2022,Mexico,"Sugars, sweeteners, and beverage bases",6843900,1,Imports,Fiscal Quarter 1
CT,2022,Italy,Wine and related products,6668190,1,Imports,Fiscal Quarter 1
CT,2022,United Kingdom,Distilled spirits,4259538,1,Imports,Fiscal Quarter 1
CT,2022,Colombia,"Coffee, unroasted",4012135,1,Imports,Fiscal Quarter 1
CT,2022,Brazil,"Sugars, sweeteners, and beverage bases",3599046,1,Imports,Fiscal Quarter 1
CT,2022,New Zealand,Wine and related products,2278670,1,Imports,Fiscal Quarter 1
CT,2022,China,Processed fruit and vegetables,2231186,1,Imports,Fiscal Quarter 1
CT,2022,Italy,Processed fruit and vegetables,2011056,1,Imports,Fiscal Quarter 1
CT,2022,Peru,Processed fruit and vegetables,1739659,1,Imports,Fiscal Quarter 1
CT,2022,Spain,Processed fruit and vegetables,1304392,1,Imports,Fiscal Quarter 1
CT,2022,Netherlands,Distilled spirits,1075458,1,Imports,Fiscal Quarter 1
CT,2022,Vietnam,"Coffee, unroasted",1066797,1,Imports,Fiscal Quarter 1
CT,2022,Poland,Distilled spirits,1015039,1,Imports,Fiscal Quarter 1
CT,2022,Ireland,Distilled spirits,800095,1,Imports,Fiscal Quarter 1
CT,2022,Argentina,Wine and related products,733812,1,Imports,Fiscal Quarter 1
CT,2022,Australia,Wine and related products,420090,1,Imports,Fiscal Quarter 1
CT,2022,World,"Sugars, sweeteners, and beverage bases",259695228,0,Imports,Fiscal Year Total
CT,2022,World,Wine and related products,205296509,0,Imports,Fiscal Year Total
CT,2022,France,Wine and related products,119030110,0,Imports,Fiscal Year Total
CT,2022,World,"Coffee, unroasted",91478172,0,Imports,Fiscal Year Total
CT,2022,World,Processed fruit and vegetables,81847015,0,Imports,Fiscal Year Total
CT,2022,World,Distilled spirits,74159241,0,Imports,Fiscal Year Total
CT,2022,Mexico,"Sugars, sweeteners, and beverage bases",64296093,0,Imports,Fiscal Year Total
CT,2022,Argentina,"Sugars, sweeteners, and beverage bases",49404500,0,Imports,Fiscal Year Total
CT,2022,Brazil,"Coffee, unroasted",47654732,0,Imports,Fiscal Year Total
CT,2022,India,"Sugars, sweeteners, and beverage bases",45423086,0,Imports,Fiscal Year Total
CT,2022,Brazil,"Sugars, sweeteners, and beverage bases",41105022,0,Imports,Fiscal Year Total
CT,2022,Italy,Wine and related products,39650910,0,Imports,Fiscal Year Total
CT,2022,France,Distilled spirits,35396585,0,Imports,Fiscal Year Total
CT,2022,Colombia,"Coffee, unroasted",34914358,0,Imports,Fiscal Year Total
CT,2022,Canada,Processed fruit and vegetables,29400807,0,Imports,Fiscal Year Total
CT,2022,United Kingdom,Distilled spirits,14627654,0,Imports,Fiscal Year Total
CT,2022,Dominican Republic,"Sugars, sweeteners, and beverage bases",14522803,0,Imports,Fiscal Year Total
CT,2022,China,Processed fruit and vegetables,11849547,0,Imports,Fiscal Year Total
CT,2022,New Zealand,Wine and related products,9746260,0,Imports,Fiscal Year Total
CT,2022,Italy,Processed fruit and vegetables,9426301,0,Imports,Fiscal Year Total
CT,2022,Australia,Wine and related products,8578797,0,Imports,Fiscal Year Total
CT,2022,Vietnam,"Coffee, unroasted",8348261,0,Imports,Fiscal Year Total
CT,2022,Peru,Processed fruit and vegetables,7590050,0,Imports,Fiscal Year Total
CT,2022,Argentina,Wine and related products,7253670,0,Imports,Fiscal Year Total
CT,2022,Netherlands,Distilled spirits,6421068,0,Imports,Fiscal Year Total
CT,2022,Spain,Processed fruit and vegetables,5380981,0,Imports,Fiscal Year Total
CT,2022,Poland,Distilled spirits,5167890,0,Imports,Fiscal Year Total
CT,2022,Ireland,Distilled spirits,3059426,0,Imports,Fiscal Year Total
CT,2022,Mexico,"Coffee, unroasted",193682,0,Imports,Fiscal Year Total
CT,2022,Indonesia,"Coffee, unroasted",159620,0,Imports,Fiscal Year Total
CT,2021,World,"Sugars, sweeteners, and beverage bases",59482722,4,Imports,Fiscal Quarter 4
CT,2021,World,Wine and related products,46034319,4,Imports,Fiscal Quarter 4
CT,2021,France,Wine and related products,27568647,4,Imports,Fiscal Quarter 4
CT,2021,World,Distilled spirits,22552767,4,Imports,Fiscal Quarter 4
CT,2021,World,Processed fruit and vegetables,18569911,4,Imports,Fiscal Quarter 4
CT,2021,India,"Sugars, sweeteners, and beverage bases",17771042,4,Imports,Fiscal Quarter 4
CT,2021,Vietnam,"Sugars, sweeteners, and beverage bases",13633028,4,Imports,Fiscal Quarter 4
CT,2021,World,"Baked goods, cereals, and pasta",13504537,4,Imports,Fiscal Quarter 4
CT,2021,France,Distilled spirits,12827814,4,Imports,Fiscal Quarter 4
CT,2021,Italy,Wine and related products,9597264,4,Imports,Fiscal Quarter 4
CT,2021,Canada,"Baked goods, cereals, and pasta",9450529,4,Imports,Fiscal Quarter 4
CT,2021,Mexico,"Sugars, sweeteners, and beverage bases",9008306,4,Imports,Fiscal Quarter 4
CT,2021,Argentina,"Sugars, sweeteners, and beverage bases",8492415,4,Imports,Fiscal Quarter 4
CT,2021,Brazil,"Sugars, sweeteners, and beverage bases",8198757,4,Imports,Fiscal Quarter 4
CT,2021,Canada,Processed fruit and vegetables,7254138,4,Imports,Fiscal Quarter 4
CT,2021,New Zealand,Wine and related products,3377796,4,Imports,Fiscal Quarter 4
CT,2021,United Kingdom,Distilled spirits,3256397,4,Imports,Fiscal Quarter 4
CT,2021,Italy,"Baked goods, cereals, and pasta",2754705,4,Imports,Fiscal Quarter 4
CT,2021,Italy,Processed fruit and vegetables,2382808,4,Imports,Fiscal Quarter 4
CT,2021,Peru,Processed fruit and vegetables,2060647,4,Imports,Fiscal Quarter 4
CT,2021,Netherlands,Distilled spirits,1843171,4,Imports,Fiscal Quarter 4
CT,2021,Spain,Processed fruit and vegetables,1469137,4,Imports,Fiscal Quarter 4
CT,2021,Australia,Wine and related products,1246749,4,Imports,Fiscal Quarter 4
CT,2021,Spain,Wine and related products,1155624,4,Imports,Fiscal Quarter 4
CT,2021,Poland,Distilled spirits,974708,4,Imports,Fiscal Quarter 4
CT,2021,France,Processed fruit and vegetables,925509,4,Imports,Fiscal Quarter 4
CT,2021,Mexico,Distilled spirits,817319,4,Imports,Fiscal Quarter 4
CT,2021,Denmark,"Baked goods, cereals, and pasta",340338,4,Imports,Fiscal Quarter 4
CT,2021,France,"Baked goods, cereals, and pasta",199460,4,Imports,Fiscal Quarter 4
CT,2021,Switzerland,"Baked goods, cereals, and pasta",191601,4,Imports,Fiscal Quarter 4
CT,2021,World,Wine and related products,56065692,3,Imports,Fiscal Quarter 3
CT,2021,France,Wine and related products,33500980,3,Imports,Fiscal Quarter 3
CT,2021,World,"Sugars, sweeteners, and beverage bases",29502682,3,Imports,Fiscal Quarter 3
CT,2021,World,Processed fruit and vegetables,20897475,3,Imports,Fiscal Quarter 3
CT,2021,World,Distilled spirits,20622275,3,Imports,Fiscal Quarter 3
CT,2021,World,"Baked goods, cereals, and pasta",13794838,3,Imports,Fiscal Quarter 3
CT,2021,Italy,Wine and related products,12631128,3,Imports,Fiscal Quarter 3
CT,2021,India,"Sugars, sweeteners, and beverage bases",10799126,3,Imports,Fiscal Quarter 3
CT,2021,France,Distilled spirits,9874619,3,Imports,Fiscal Quarter 3
CT,2021,Canada,"Baked goods, cereals, and pasta",8429948,3,Imports,Fiscal Quarter 3
CT,2021,Canada,Processed fruit and vegetables,7998431,3,Imports,Fiscal Quarter 3
CT,2021,Mexico,"Sugars, sweeteners, and beverage bases",5469001,3,Imports,Fiscal Quarter 3
CT,2021,Italy,Processed fruit and vegetables,4208136,3,Imports,Fiscal Quarter 3
CT,2021,Italy,"Baked goods, cereals, and pasta",4033167,3,Imports,Fiscal Quarter 3
CT,2021,Argentina,"Sugars, sweeteners, and beverage bases",3318442,3,Imports,Fiscal Quarter 3
CT,2021,United Kingdom,Distilled spirits,3075090,3,Imports,Fiscal Quarter 3
CT,2021,Mexico,Distilled spirits,2833378,3,Imports,Fiscal Quarter 3
CT,2021,Spain,Wine and related products,2700909,3,Imports,Fiscal Quarter 3
CT,2021,Peru,Processed fruit and vegetables,2144869,3,Imports,Fiscal Quarter 3
CT,2021,Brazil,"Sugars, sweeteners, and beverage bases",2063180,3,Imports,Fiscal Quarter 3
CT,2021,New Zealand,Wine and related products,1634266,3,Imports,Fiscal Quarter 3
CT,2021,Australia,Wine and related products,1570813,3,Imports,Fiscal Quarter 3
CT,2021,Netherlands,Distilled spirits,1451839,3,Imports,Fiscal Quarter 3
CT,2021,Vietnam,"Sugars, sweeteners, and beverage bases",1419922,3,Imports,Fiscal Quarter 3
CT,2021,Spain,Processed fruit and vegetables,1209542,3,Imports,Fiscal Quarter 3
CT,2021,France,Processed fruit and vegetables,1131135,3,Imports,Fiscal Quarter 3
CT,2021,Poland,Distilled spirits,736224,3,Imports,Fiscal Quarter 3
CT,2021,Switzerland,"Baked goods, cereals, and pasta",510698,3,Imports,Fiscal Quarter 3
CT,2021,France,"Baked goods, cereals, and pasta",262429,3,Imports,Fiscal Quarter 3
CT,2021,World,Wine and related products,31450429,2,Imports,Fiscal Quarter 2
CT,2021,World,"Sugars, sweeteners, and beverage bases",21431448,2,Imports,Fiscal Quarter 2
CT,2021,France,Wine and related products,18959239,2,Imports,Fiscal Quarter 2
CT,2021,World,Processed fruit and vegetables,17324122,2,Imports,Fiscal Quarter 2
CT,2021,World,Distilled spirits,16805868,2,Imports,Fiscal Quarter 2
CT,2021,World,"Baked goods, cereals, and pasta",13800919,2,Imports,Fiscal Quarter 2
CT,2021,France,Distilled spirits,9447137,2,Imports,Fiscal Quarter 2
CT,2021,Canada,"Baked goods, cereals, and pasta",7778678,2,Imports,Fiscal Quarter 2
CT,2021,Canada,Processed fruit and vegetables,7108449,2,Imports,Fiscal Quarter 2
CT,2021,Italy,Wine and related products,6419038,2,Imports,Fiscal Quarter 2
CT,2021,Italy,"Baked goods, cereals, and pasta",4805935,2,Imports,Fiscal Quarter 2
CT,2021,Mexico,"Sugars, sweeteners, and beverage bases",3858927,2,Imports,Fiscal Quarter 2
CT,2021,Vietnam,"Sugars, sweeteners, and beverage bases",3485353,2,Imports,Fiscal Quarter 2
CT,2021,India,"Sugars, sweeteners, and beverage bases",3131304,2,Imports,Fiscal Quarter 2
CT,2021,United Kingdom,Distilled spirits,2880017,2,Imports,Fiscal Quarter 2
CT,2021,Argentina,"Sugars, sweeteners, and beverage bases",2626298,2,Imports,Fiscal Quarter 2
CT,2021,Italy,Processed fruit and vegetables,2489408,2,Imports,Fiscal Quarter 2
CT,2021,Brazil,"Sugars, sweeteners, and beverage bases",2357920,2,Imports,Fiscal Quarter 2
CT,2021,Peru,Processed fruit and vegetables,1937256,2,Imports,Fiscal Quarter 2
CT,2021,Poland,Distilled spirits,1437904,2,Imports,Fiscal Quarter 2
CT,2021,New Zealand,Wine and related products,1270231,2,Imports,Fiscal Quarter 2
CT,2021,Netherlands,Distilled spirits,1067628,2,Imports,Fiscal Quarter 2
CT,2021,Spain,Wine and related products,813634,2,Imports,Fiscal Quarter 2
CT,2021,France,Processed fruit and vegetables,806974,2,Imports,Fiscal Quarter 2
CT,2021,Switzerland,"Baked goods, cereals, and pasta",636735,2,Imports,Fiscal Quarter 2
CT,2021,Australia,Wine and related products,455492,2,Imports,Fiscal Quarter 2
CT,2021,Spain,Processed fruit and vegetables,275889,2,Imports,Fiscal Quarter 2
CT,2021,France,"Baked goods, cereals, and pasta",255331,2,Imports,Fiscal Quarter 2
CT,2021,Mexico,Distilled spirits,11979,2,Imports,Fiscal Quarter 2
CT,2021,World,Wine and related products,41753538,1,Imports,Fiscal Quarter 1
CT,2021,World,Processed fruit and vegetables,23711072,1,Imports,Fiscal Quarter 1
CT,2021,World,"Sugars, sweeteners, and beverage bases",23630870,1,Imports,Fiscal Quarter 1
CT,2021,France,Wine and related products,22022995,1,Imports,Fiscal Quarter 1
CT,2021,World,Distilled spirits,19933959,1,Imports,Fiscal Quarter 1
CT,2021,World,"Baked goods, cereals, and pasta",18116532,1,Imports,Fiscal Quarter 1
CT,2021,Canada,Processed fruit and vegetables,11269111,1,Imports,Fiscal Quarter 1
CT,2021,Italy,Wine and related products,10562042,1,Imports,Fiscal Quarter 1
CT,2021,Canada,"Baked goods, cereals, and pasta",9640227,1,Imports,Fiscal Quarter 1
CT,2021,France,Distilled spirits,9585333,1,Imports,Fiscal Quarter 1
CT,2021,Italy,"Baked goods, cereals, and pasta",6742195,1,Imports,Fiscal Quarter 1
CT,2021,Brazil,"Sugars, sweeteners, and beverage bases",6442787,1,Imports,Fiscal Quarter 1
CT,2021,India,"Sugars, sweeteners, and beverage bases",5111481,1,Imports,Fiscal Quarter 1
CT,2021,United Kingdom,Distilled spirits,4478533,1,Imports,Fiscal Quarter 1
CT,2021,Argentina,"Sugars, sweeteners, and beverage bases",4274905,1,Imports,Fiscal Quarter 1
CT,2021,Vietnam,"Sugars, sweeteners, and beverage bases",3641392,1,Imports,Fiscal Quarter 1
CT,2021,Italy,Processed fruit and vegetables,3162677,1,Imports,Fiscal Quarter 1
CT,2021,New Zealand,Wine and related products,2806929,1,Imports,Fiscal Quarter 1
CT,2021,Peru,Processed fruit and vegetables,1962192,1,Imports,Fiscal Quarter 1
CT,2021,Spain,Wine and related products,1594778,1,Imports,Fiscal Quarter 1
CT,2021,Spain,Processed fruit and vegetables,1429451,1,Imports,Fiscal Quarter 1
CT,2021,Poland,Distilled spirits,1345081,1,Imports,Fiscal Quarter 1
CT,2021,Netherlands,Distilled spirits,1290208,1,Imports,Fiscal Quarter 1
CT,2021,Australia,Wine and related products,1188237,1,Imports,Fiscal Quarter 1
CT,2021,Switzerland,"Baked goods, cereals, and pasta",629586,1,Imports,Fiscal Quarter 1
CT,2021,France,Processed fruit and vegetables,578252,1,Imports,Fiscal Quarter 1
CT,2021,France,"Baked goods, cereals, and pasta",272863,1,Imports,Fiscal Quarter 1
CT,2021,Mexico,"Sugars, sweeteners, and beverage bases",30738,1,Imports,Fiscal Quarter 1
CT,2021,Mexico,Distilled spirits,10516,1,Imports,Fiscal Quarter 1
CT,2021,World,Wine and related products,175303978,0,Imports,Fiscal Year Total
CT,2021,World,"Sugars, sweeteners, and beverage bases",134047722,0,Imports,Fiscal Year Total
CT,2021,France,Wine and related products,102051861,0,Imports,Fiscal Year Total
CT,2021,World,Processed fruit and vegetables,80502580,0,Imports,Fiscal Year Total
CT,2021,World,Distilled spirits,79914869,0,Imports,Fiscal Year Total
CT,2021,World,"Baked goods, cereals, and pasta",59216826,0,Imports,Fiscal Year Total
CT,2021,France,Distilled spirits,41734903,0,Imports,Fiscal Year Total
CT,2021,Italy,Wine and related products,39209472,0,Imports,Fiscal Year Total
CT,2021,India,"Sugars, sweeteners, and beverage bases",36812953,0,Imports,Fiscal Year Total
CT,2021,Canada,"Baked goods, cereals, and pasta",35299382,0,Imports,Fiscal Year Total
CT,2021,Canada,Processed fruit and vegetables,33630129,0,Imports,Fiscal Year Total
CT,2021,Vietnam,"Sugars, sweeteners, and beverage bases",22179695,0,Imports,Fiscal Year Total
CT,2021,Brazil,"Sugars, sweeteners, and beverage bases",19062644,0,Imports,Fiscal Year Total
CT,2021,Argentina,"Sugars, sweeteners, and beverage bases",18712060,0,Imports,Fiscal Year Total
CT,2021,Mexico,"Sugars, sweeteners, and beverage bases",18366972,0,Imports,Fiscal Year Total
CT,2021,Italy,"Baked goods, cereals, and pasta",18336002,0,Imports,Fiscal Year Total
CT,2021,United Kingdom,Distilled spirits,13690037,0,Imports,Fiscal Year Total
CT,2021,Italy,Processed fruit and vegetables,12243029,0,Imports,Fiscal Year Total
CT,2021,New Zealand,Wine and related products,9089222,0,Imports,Fiscal Year Total
CT,2021,Peru,Processed fruit and vegetables,8104964,0,Imports,Fiscal Year Total
CT,2021,Spain,Wine and related products,6264945,0,Imports,Fiscal Year Total
CT,2021,Netherlands,Distilled spirits,5652846,0,Imports,Fiscal Year Total
CT,2021,Poland,Distilled spirits,4493917,0,Imports,Fiscal Year Total
CT,2021,Australia,Wine and related products,4461291,0,Imports,Fiscal Year Total
CT,2021,Spain,Processed fruit and vegetables,4384019,0,Imports,Fiscal Year Total
CT,2021,Mexico,Distilled spirits,3673192,0,Imports,Fiscal Year Total
CT,2021,France,Processed fruit and vegetables,3441870,0,Imports,Fiscal Year Total
CT,2021,Switzerland,"Baked goods, cereals, and pasta",1968620,0,Imports,Fiscal Year Total
CT,2021,France,"Baked goods, cereals, and pasta",990083,0,Imports,Fiscal Year Total
CT,2021,Denmark,"Baked goods, cereals, and pasta",340338,0,Imports,Fiscal Year Total
CT,2020,World,Wine and related products,53438132,4,Imports,Fiscal Quarter 4
CT,2020,World,"Sugars, sweeteners, and beverage bases",45673038,4,Imports,Fiscal Quarter 4
CT,2020,France,Wine and related products,34849729,4,Imports,Fiscal Quarter 4
CT,2020,World,Processed fruit and vegetables,24069521,4,Imports,Fiscal Quarter 4
CT,2020,Mexico,"Sugars, sweeteners, and beverage bases",23232675,4,Imports,Fiscal Quarter 4
CT,2020,World,Distilled spirits,22793602,4,Imports,Fiscal Quarter 4
CT,2020,World,"Baked goods, cereals, and pasta",14538507,4,Imports,Fiscal Quarter 4
CT,2020,Canada,Processed fruit and vegetables,12605477,4,Imports,Fiscal Quarter 4
CT,2020,Italy,Wine and related products,10118895,4,Imports,Fiscal Quarter 4
CT,2020,France,Distilled spirits,10069910,4,Imports,Fiscal Quarter 4
CT,2020,Canada,"Baked goods, cereals, and pasta",8903547,4,Imports,Fiscal Quarter 4
CT,2020,India,"Sugars, sweeteners, and beverage bases",7368669,4,Imports,Fiscal Quarter 4
CT,2020,Italy,"Baked goods, cereals, and pasta",4763333,4,Imports,Fiscal Quarter 4
CT,2020,Brazil,"Sugars, sweeteners, and beverage bases",4503962,4,Imports,Fiscal Quarter 4
CT,2020,United Kingdom,Distilled spirits,3970661,4,Imports,Fiscal Quarter 4
CT,2020,Vietnam,"Sugars, sweeteners, and beverage bases",3257024,4,Imports,Fiscal Quarter 4
CT,2020,Mexico,Distilled spirits,2915131,4,Imports,Fiscal Quarter 4
CT,2020,Italy,Processed fruit and vegetables,2580798,4,Imports,Fiscal Quarter 4
CT,2020,Portugal,Wine and related products,2204976,4,Imports,Fiscal Quarter 4
CT,2020,Peru,Processed fruit and vegetables,2032210,4,Imports,Fiscal Quarter 4
CT,2020,Spain,Processed fruit and vegetables,1870984,4,Imports,Fiscal Quarter 4
CT,2020,Netherlands,Distilled spirits,1649630,4,Imports,Fiscal Quarter 4
CT,2020,New Zealand,Wine and related products,1614414,4,Imports,Fiscal Quarter 4
CT,2020,China,Processed fruit and vegetables,1408706,4,Imports,Fiscal Quarter 4
CT,2020,Spain,Wine and related products,1293306,4,Imports,Fiscal Quarter 4
CT,2020,Ireland,Distilled spirits,553012,4,Imports,Fiscal Quarter 4
